2.769175011937211224e-03,2.772137284278869580e-03
2.768689574264898614e-03,2.771111440658569243e-03
2.771982006910370805e-03,2.775765967369079722e-03
2.761525095962896401e-03,2.764718317985534815e-03
2.665372319337798446e-03,2.661484384536743145e-03
2.603884080561196055e-03,2.617297363281249900e-03
2.584313520571080575e-03,2.613767242431640648e-03
2.569749675145963520e-03,2.603288865089416378e-03
2.586776140259533421e-03,2.641579937934875402e-03
2.569754641230513614e-03,2.622639036178588730e-03
2.536710111106314433e-03,2.596730732917785708e-03
2.543683052062988177e-03,2.615189433097839244e-03
2.520078321782553976e-03,2.622499537467956349e-03
2.487149314182560741e-03,2.632531499862670807e-03
2.475706367957882740e-03,2.630181121826172079e-03
2.430100737548456045e-03,2.633284640312194818e-03
2.417061608012129655e-03,2.655527281761169492e-03
2.354182923712381560e-03,2.728439903259277308e-03
2.340153624371784508e-03,2.817853236198425339e-03
2.215959990896829851e-03,2.757090330123901541e-03
2.244175538784120346e-03,2.827461552619934052e-03
2.063340762766395931e-03,2.904037833213806048e-03
2.072627477529572371e-03,2.823078513145446840e-03
1.930757630162122747e-03,3.097536182403564601e-03
1.822480108679794784e-03,3.218125009536742989e-03
1.748558634664954155e-03,3.143361091613769420e-03
1.638930050338186775e-03,3.566880345344543464e-03
1.623347436509481366e-03,3.419376516342163049e-03
1.680970049485927672e-03,3.646539568901061967e-03
1.444155291813175755e-03,4.037749457359313815e-03
1.387528253764641097e-03,4.371830439567565667e-03
1.278624633463417695e-03,4.319697761535644387e-03
1.162179663413908390e-03,4.500824189186096100e-03
1.213492495257679962e-03,4.691351509094237975e-03
1.106500627064123344e-03,4.325792551040649053e-03
9.957236851133950597e-04,4.735799455642700391e-03
1.009283324567283131e-03,5.393774604797362850e-03
1.001113219958979939e-03,4.712893581390381267e-03
8.908758250678458154e-04,5.216617107391357741e-03
9.228223126109053780e-04,5.240180063247681062e-03
7.806889109495209790e-04,5.616540241241455358e-03
8.332231451825397248e-04,5.028267574310302766e-03
7.158603551911144969e-04,5.661160516738891410e-03
7.081249857821115103e-04,6.024467945098877127e-03
7.034620242874796555e-04,6.071396017074584539e-03
6.838607257459221279e-04,5.979210662841796635e-03
6.179452153240762302e-04,6.317370796203613560e-03
6.987749781550430623e-04,5.791544723510741802e-03
6.887182418893023723e-04,6.063189029693603557e-03
6.275320809061934015e-04,6.094099903106689649e-03
