2.839024390243902532e-02,9.360000000000000264e-02,2.313043478260869493e-02
4.995121951219512468e-02,2.799999999999999972e-03,9.182608695652173803e-02
4.458536585365853455e-02,2.040000000000000147e-02,4.852173913043478226e-02
3.024390243902439109e-03,9.199999999999999845e-02,4.956521739130434479e-02
6.048780487804878217e-03,1.439999999999999961e-02,9.391304347826087001e-03
8.195121951219512535e-03,8.000000000000000167e-03,2.573913043478260818e-02
3.570731707317072873e-02,6.400000000000000307e-03,5.530434782608695948e-02
1.219512195121951262e-02,4.400000000000000265e-03,2.173913043478260809e-02
1.082926829268292604e-02,1.439999999999999961e-02,2.904347826086956658e-02
1.034146341463414685e-02,1.200000000000000025e-02,2.260869565217391366e-02
1.951219512195121950e-02,1.559999999999999928e-02,3.339130434782608403e-02
1.239024390243902499e-02,1.039999999999999952e-02,2.817391304347826100e-02
1.200000000000000025e-02,1.679999999999999896e-02,5.495652173913043170e-02
9.268292682926828827e-03,6.400000000000000307e-03,2.904347826086956658e-02
8.097560975609756351e-03,5.199999999999999761e-03,1.721739130434782675e-02
1.551219512195121941e-02,1.600000000000000033e-02,3.530434782608695560e-02
1.541463414634146323e-02,1.200000000000000025e-02,3.947826086956521957e-02
1.014634146341463448e-02,1.400000000000000029e-02,2.608695652173912902e-02
1.921951219512195094e-02,1.080000000000000057e-02,3.460869565217391391e-02
1.619512195121951270e-02,1.000000000000000021e-02,3.321739130434782361e-02
1.736585365853658691e-02,2.759999999999999953e-02,3.686956521739130632e-02
9.658536585365853563e-03,1.679999999999999896e-02,2.400000000000000050e-02
1.482926829268292612e-02,1.359999999999999924e-02,1.426086956521739092e-02
1.434146341463414694e-02,1.080000000000000057e-02,4.973913043478261214e-02
1.248780487804878117e-02,2.280000000000000082e-02,3.373913043478261181e-02
1.346341463414634128e-02,9.599999999999999159e-03,2.886956521739130269e-02
1.297560975609756036e-02,1.799999999999999864e-02,1.547826086956521734e-02
1.297560975609756036e-02,1.559999999999999928e-02,1.895652173913043442e-02
1.102439024390243841e-02,8.000000000000000167e-03,4.052173913043478209e-02
1.287804878048780417e-02,1.319999999999999993e-02,2.782608695652174016e-02
1.073170731707317159e-02,1.319999999999999993e-02,3.286956521739130277e-02
1.531707317073170704e-02,1.640000000000000138e-02,2.626086956521739291e-02
8.682926829268293456e-03,1.439999999999999961e-02,2.295652173913043451e-02
1.229268292682926880e-02,2.120000000000000009e-02,2.886956521739130269e-02
1.092682926829268222e-02,1.319999999999999993e-02,2.226086956521739282e-02
1.463414634146341549e-02,1.000000000000000021e-02,2.139130434782608725e-02
9.365853658536585011e-03,1.880000000000000074e-02,2.817391304347826100e-02
1.268292682926829354e-02,9.599999999999999159e-03,2.834782608695652142e-02
5.365853658536585795e-03,8.399999999999999481e-03,2.921739130434782700e-02
6.536585365853658271e-03,1.319999999999999993e-02,1.808695652173912885e-02
8.195121951219512535e-03,9.599999999999999159e-03,1.773913043478260801e-02
7.414634146341463061e-03,1.239999999999999956e-02,2.260869565217391366e-02
9.268292682926828827e-03,9.599999999999999159e-03,2.226086956521739282e-02
8.390243902439024903e-03,1.119999999999999989e-02,1.339130434782608708e-02
6.634146341463414455e-03,1.080000000000000057e-02,1.826086956521739274e-02
5.951219512195122033e-03,1.039999999999999952e-02,1.530434782608695692e-02
8.195121951219512535e-03,3.599999999999999901e-03,2.069565217391304210e-02
8.390243902439024903e-03,1.239999999999999956e-02,2.591304347826086860e-02
6.341463414634146770e-03,1.439999999999999961e-02,1.721739130434782675e-02
8.878048780487804090e-03,6.000000000000000125e-03,1.130434782608695683e-02
