5.180217937971500763e-01,5.224770642201834736e-01
5.168470988930786714e-01,5.195330040413111972e-01
5.076321433076825818e-01,5.181281618887014773e-01
5.096330275229358220e-01,5.285359801488833664e-01
5.121578222969872529e-01,5.187500000000000444e-01
5.088014694627276402e-01,5.115384615384614975e-01
5.113531758208039735e-01,5.041608876560332853e-01
5.018157807857378527e-01,5.223602484472049667e-01
5.110060329365726517e-01,5.286666666666666181e-01
5.137872819358468846e-01,5.183792815371762730e-01
5.163944965925163499e-01,5.182250396196513842e-01
5.147962830593281192e-01,5.175718849840255098e-01
5.110911655340428794e-01,4.959261271048343023e-01
5.047327394209354390e-01,5.064629847238543148e-01
5.073005912875587775e-01,5.005868544600938774e-01
5.033120278907612377e-01,4.925296239052034952e-01
5.135492399206873504e-01,5.186896262074758290e-01
5.121365056476808730e-01,5.085493656922228656e-01
5.055958676669536356e-01,5.229136517124939321e-01
5.148056057866184920e-01,4.966198647945918032e-01
5.128262574213061642e-01,5.063344594594594295e-01
5.076498331991257107e-01,5.084075173095944367e-01
5.097828423994840152e-01,5.100354191263282155e-01
5.095467897608056962e-01,4.927216585796206361e-01
5.137739485319124944e-01,5.151105096977898201e-01
5.074265248077530766e-01,4.740227610094012722e-01
5.033585670114084643e-01,5.125398996808026020e-01
5.005336179295624133e-01,5.155737704918033071e-01
5.124766063630692425e-01,4.832323232323232354e-01
5.052798310454065245e-01,5.174154467440686966e-01
5.068205666316893954e-01,5.181013676588898109e-01
4.936773404038343749e-01,5.126964933494558840e-01
5.044656001570321235e-01,5.108455068614431438e-01
5.043891355984715386e-01,5.109034267912772043e-01
4.994399755625700266e-01,5.229283990345937605e-01
4.990929248135456686e-01,4.847512038523274502e-01
4.959218608397945594e-01,4.993929583164710695e-01
5.016244954218765928e-01,5.036407766990291801e-01
5.073886535083187432e-01,5.105263157894737169e-01
5.057411813385744859e-01,5.164207520228463189e-01
4.926292407108239235e-01,5.094339622641509413e-01
5.007867820613689513e-01,5.188603531300161054e-01
4.996477101157523748e-01,5.158536585365853799e-01
5.029940119760478723e-01,5.260185558693021290e-01
5.095785440613026518e-01,4.854924397221087040e-01
5.054934275063762694e-01,5.283400809716599644e-01
5.138803837517861295e-01,4.608590927338418464e-01
5.064667842445620405e-01,5.190993164455166564e-01
5.099266503667481132e-01,5.165189363416599067e-01
5.122237433991785327e-01,5.256466462078035473e-01
