5.192195177078247070e-01,5.167999863624572754e-01
5.192195177078247070e-01,5.167999863624572754e-01
5.192195177078247070e-01,5.167999863624572754e-01
5.196097493171691895e-01,5.167999863624572754e-01
6.027317047119140625e-01,6.087999939918518066e-01
6.192194819450378418e-01,6.147999763488769531e-01
6.268292665481567383e-01,6.164000034332275391e-01
6.302438974380493164e-01,6.171999573707580566e-01
6.255609393119812012e-01,6.204000115394592285e-01
6.333658099174499512e-01,6.087999939918518066e-01
6.367804408073425293e-01,6.200000047683715820e-01
6.355121731758117676e-01,6.259999871253967285e-01
6.405853629112243652e-01,6.123999953269958496e-01
6.517072916030883789e-01,6.211999654769897461e-01
6.472194790840148926e-01,6.159999966621398926e-01
6.649755835533142090e-01,6.171999573707580566e-01
6.644877791404724121e-01,6.155999898910522461e-01
6.809756159782409668e-01,6.103999614715576172e-01
6.833170652389526367e-01,6.075999736785888672e-01
7.122926712036132812e-01,5.995999574661254883e-01
7.012682557106018066e-01,5.780000090599060059e-01
7.446829080581665039e-01,6.024000048637390137e-01
7.546341419219970703e-01,5.884000062942504883e-01
7.693658471107482910e-01,5.939999818801879883e-01
7.861463427543640137e-01,5.859999656677246094e-01
8.016585111618041992e-01,5.891999602317810059e-01
8.132682442665100098e-01,5.891999602317810059e-01
8.222438693046569824e-01,5.787999629974365234e-01
7.959024310111999512e-01,5.763999819755554199e-01
8.413658142089843750e-01,5.895999670028686523e-01
8.476097583770751953e-01,5.691999793052673340e-01
8.631219267845153809e-01,5.867999792098999023e-01
8.798048496246337891e-01,5.835999846458435059e-01
8.728780150413513184e-01,5.767999887466430664e-01
8.891707062721252441e-01,5.763999819755554199e-01
9.039024114608764648e-01,5.835999846458435059e-01
8.973658084869384766e-01,5.783999562263488770e-01
9.041950702667236328e-01,5.855999588966369629e-01
9.138536453247070312e-01,5.691999793052673340e-01
9.086828827857971191e-01,5.884000062942504883e-01
9.290731549263000488e-01,5.735999941825866699e-01
9.224389791488647461e-01,5.812000036239624023e-01
9.354146122932434082e-01,5.839999914169311523e-01
9.339511990547180176e-01,5.823999643325805664e-01
9.351219534873962402e-01,5.827999711036682129e-01
9.389268159866333008e-01,5.783999562263488770e-01
9.450731277465820312e-01,5.803999900817871094e-01
9.349268078804016113e-01,5.835999846458435059e-01
9.314146041870117188e-01,5.795999765396118164e-01
9.427316784858703613e-01,5.859999656677246094e-01
