4.905110954915152255e-01,4.854368932038835016e-01
4.915793797494352191e-01,5.166466105094263961e-01
5.020933319718166032e-01,4.916292364230298029e-01
4.916332322145023914e-01,5.154185022026431806e-01
4.988221436984687784e-01,5.109577922077922496e-01
4.988195947275231301e-01,5.028225806451612767e-01
5.055645487656819093e-01,5.261674718196457379e-01
4.963950617283950373e-01,5.098433105664925691e-01
4.970904428444619660e-01,5.089285714285713969e-01
4.953667192429022093e-01,5.323886639676113086e-01
5.013930348258706093e-01,5.209264526615197122e-01
4.973821989528796061e-01,5.141471301535973648e-01
4.956058062604917769e-01,5.142392188771358619e-01
4.901033973412112221e-01,4.842995169082125462e-01
4.919838693813317620e-01,4.941696823482106815e-01
4.976711921514220816e-01,5.207317073170731891e-01
4.978200554894966490e-01,4.898785425101214730e-01
4.937906564163216938e-01,5.148073022312372737e-01
5.056202128717796063e-01,5.074807925596441782e-01
4.967274890916302810e-01,5.070707070707071162e-01
5.039714058776807448e-01,4.792266556972439306e-01
5.000492562309132305e-01,5.130187144019527912e-01
5.009902951079421296e-01,5.032441200324412334e-01
4.962882312184499489e-01,5.082895268904165098e-01
4.951590594744121887e-01,4.957020057306590344e-01
5.087025316455696666e-01,5.024232633279482885e-01
4.973806464366907210e-01,5.238289205702647555e-01
5.026193535633093346e-01,5.180820804550995140e-01
4.998520272269902365e-01,5.133064516129032251e-01
5.033603478948408538e-01,5.034454803404945222e-01
5.035502958579881616e-01,5.168220510741791118e-01
5.051025463192311271e-01,5.262301748678324120e-01
4.994587146934356681e-01,5.332792207792207417e-01
5.007902015013828700e-01,5.128729055986922525e-01
5.004931939238508320e-01,5.103364410214835667e-01
5.045544554455445585e-01,5.232323232323232709e-01
5.019696671262556809e-01,5.026498165511618099e-01
5.115612648221343761e-01,5.165589660743133971e-01
4.964198136341343992e-01,5.006050826946348842e-01
5.017185505253854982e-01,5.334414268342115850e-01
5.059020263623844604e-01,5.032310177705977550e-01
5.039315903282878262e-01,5.240988254353989850e-01
5.019202363367799569e-01,5.125201938610662866e-01
5.090515545060999569e-01,5.295307443365695477e-01
5.062856020428206927e-01,5.014152850788515803e-01
4.949455294925900750e-01,4.898949070331446998e-01
4.942947078496950364e-01,4.897631473303893923e-01
5.019677292404565172e-01,5.103280680437424222e-01
5.004418262150220897e-01,4.967532467532467799e-01
5.060537454473865715e-01,5.010060362173037740e-01
